,brand.id,brand.name,gender,hasSimilarProducts,id,images.cutOut,images.model,isCustomizable,merchandiseLabelField,merchantId,priceInfo.currencyCode,priceInfo.discountLabel,priceInfo.finalPrice,priceInfo.formattedFinalPrice,priceInfo.formattedInitialPrice,priceInfo.initialPrice,priceInfo.isOnSale,shortDescription,stockTotal,product_category,modelimageNames,cutOutImages_path,modelImages_path
10,2762,Marc Jacobs,women,True,13801824,https://cdn-images.farfetch-contents.com/13/80/18/24/13801824_17184329_300.jpg,https://cdn-images.farfetch-contents.com/13/80/18/24/13801824_17184330_300.jpg,False,NoTag,9838,SGD,0,479,$479,$479,479,False,Snapshot small camera bag,11,tuixach,13801824_17184330_300.jpg,../input/farfetch-listings/cutout-img/cutout/13801824_17184329_300.jpg,../input/farfetch-listings/model-img/model/13801824_17184330_300.jpg
11,2747,Chloé,women,True,13704528,https://cdn-images.farfetch-contents.com/13/70/45/28/13704528_20007983_300.jpg,https://cdn-images.farfetch-contents.com/13/70/45/28/13704528_20008012_300.jpg,False,NewSeason,9359,SGD,0,1790,"$1,790","$1,790",1790,False,pussy-bow rose-jacquard blouse,14,aocanh,13704528_20008012_300.jpg,../input/farfetch-listings/cutout-img/cutout/13704528_20007983_300.jpg,../input/farfetch-listings/model-img/model/13704528_20008012_300.jpg
12,18286,Tory Burch,women,True,13784687,https://cdn-images.farfetch-contents.com/13/78/46/87/13784687_17406514_300.jpg,https://cdn-images.farfetch-contents.com/13/78/46/87/13784687_17406533_300.jpg,False,NoTag,11589,SGD,40% Off,566,$566,$943,943,True,Fleming distressed chevron camera bag,11,tuixach,13784687_17406533_300.jpg,../input/farfetch-listings/cutout-img/cutout/13784687_17406514_300.jpg,../input/farfetch-listings/model-img/model/13784687_17406533_300.jpg
13,168996,Pleats Please By Issey Miyake,women,True,14107224,https://cdn-images.farfetch-contents.com/14/10/72/24/14107224_19082984_300.jpg,https://cdn-images.farfetch-contents.com/14/10/72/24/14107224_19082986_300.jpg,False,NewSeason,9359,SGD,0,657,$657,$657,657,False,pleated midi dress,13,vay,14107224_19082986_300.jpg,../input/farfetch-listings/cutout-img/cutout/14107224_19082984_300.jpg,../input/farfetch-listings/model-img/model/14107224_19082986_300.jpg
14,2747,Chloé,women,True,13800489,https://cdn-images.farfetch-contents.com/13/80/04/89/13800489_17262827_300.jpg,https://cdn-images.farfetch-contents.com/13/80/04/89/13800489_17262830_300.jpg,False,NoTag,9214,SGD,0,2289,"$2,289","$2,289",2289,False,Tess bag,5,tuixach,13800489_17262830_300.jpg,../input/farfetch-listings/cutout-img/cutout/13800489_17262827_300.jpg,../input/farfetch-listings/model-img/model/13800489_17262830_300.jpg
15,769627,Burberry,women,True,13970008,https://cdn-images.farfetch-contents.com/13/97/00/08/13970008_20032750_300.jpg,https://cdn-images.farfetch-contents.com/13/97/00/08/13970008_20032751_300.jpg,False,NewSeason,9359,SGD,0,1000,"$1,000","$1,000",1000,False,Margrette 50mm cow print pumps,10,giaycaogot,13970008_20032751_300.jpg,../input/farfetch-listings/cutout-img/cutout/13970008_20032750_300.jpg,../input/farfetch-listings/model-img/model/13970008_20032751_300.jpg
16,725381,Furla,women,True,13846563,https://cdn-images.farfetch-contents.com/13/84/65/63/13846563_17449831_300.jpg,https://cdn-images.farfetch-contents.com/13/84/65/63/13846563_17449855_300.jpg,False,NoTag,11004,SGD,35% Off,319,$319,$490,490,True,Fortezza tote bag,1,tuixach,13846563_17449855_300.jpg,../input/farfetch-listings/cutout-img/cutout/13846563_17449831_300.jpg,../input/farfetch-listings/model-img/model/13846563_17449855_300.jpg
17,8880,Kenzo,women,True,13717536,https://cdn-images.farfetch-contents.com/13/71/75/36/13717536_17536591_300.jpg,https://cdn-images.farfetch-contents.com/13/71/75/36/13717536_17536611_300.jpg,False,NoTag,9148,SGD,50% Off,135,$135,$270,270,True,clear mini shoulder bag,2,tuixach,13717536_17536611_300.jpg,../input/farfetch-listings/cutout-img/cutout/13717536_17536591_300.jpg,../input/farfetch-listings/model-img/model/13717536_17536611_300.jpg
19,8880,Kenzo,women,True,13852879,https://cdn-images.farfetch-contents.com/13/85/28/79/13852879_17436175_300.jpg,https://cdn-images.farfetch-contents.com/13/85/28/79/13852879_17436176_300.jpg,False,NoTag,9026,SGD,0,415,$415,$415,415,False,A4 Eye clutch ,3,tuixach,13852879_17436176_300.jpg,../input/farfetch-listings/cutout-img/cutout/13852879_17436175_300.jpg,../input/farfetch-listings/model-img/model/13852879_17436176_300.jpg
20,6803,Versace,women,False,14034495,https://cdn-images.farfetch-contents.com/14/03/44/95/14034495_19050406_300.jpg,https://cdn-images.farfetch-contents.com/14/03/44/95/14034495_19050415_300.jpg,False,NewSeason,9359,SGD,0,594,$594,$594,594,False,heart print scarf,8,khanco,14034495_19050415_300.jpg,../input/farfetch-listings/cutout-img/cutout/14034495_19050406_300.jpg,../input/farfetch-listings/model-img/model/14034495_19050415_300.jpg
21,19047,Bottega Veneta,women,True,13886228,https://cdn-images.farfetch-contents.com/13/88/62/28/13886228_17748383_300.jpg,https://cdn-images.farfetch-contents.com/13/88/62/28/13886228_17748389_300.jpg,False,NoTag,11871,SGD,0,4180,"$4,180","$4,180",4180,False,Olimpia shoulder bag,2,tuixach,13886228_17748389_300.jpg,../input/farfetch-listings/cutout-img/cutout/13886228_17748383_300.jpg,../input/farfetch-listings/model-img/model/13886228_17748389_300.jpg
22,3064,Givenchy,women,True,13914028,https://cdn-images.farfetch-contents.com/13/91/40/28/13914028_18942444_300.jpg,https://cdn-images.farfetch-contents.com/13/91/40/28/13914028_18942446_300.jpg,False,NewSeason,9359,SGD,0,3399,"$3,399","$3,399",3399,False,large Whip shoulder bag ,3,tuixach,13914028_18942446_300.jpg,../input/farfetch-listings/cutout-img/cutout/13914028_18942444_300.jpg,../input/farfetch-listings/model-img/model/13914028_18942446_300.jpg
23,15514,Fendi,women,True,13536776,https://cdn-images.farfetch-contents.com/13/53/67/76/13536776_18247807_300.jpg,https://cdn-images.farfetch-contents.com/13/53/67/76/13536776_18247809_300.jpg,False,NoTag,9089,SGD,0,2950,"$2,950","$2,950",2950,False,Runway small FF logo tote,19,tuixach,13536776_18247809_300.jpg,../input/farfetch-listings/cutout-img/cutout/13536776_18247807_300.jpg,../input/farfetch-listings/model-img/model/13536776_18247809_300.jpg
24,547344,Saint Laurent,women,True,14031212,https://cdn-images.farfetch-contents.com/14/03/12/12/14031212_20175668_300.jpg,https://cdn-images.farfetch-contents.com/14/03/12/12/14031212_20175669_300.jpg,False,NewSeason,9140,SGD,0,399,$399,$399,399,False,logo print t-shirt,282,aophong,14031212_20175669_300.jpg,../input/farfetch-listings/cutout-img/cutout/14031212_20175668_300.jpg,../input/farfetch-listings/model-img/model/14031212_20175669_300.jpg
25,14236,Comme Des Garçons Play,unisex,True,13907827,https://cdn-images.farfetch-contents.com/13/90/78/27/13907827_17578039_300.jpg,https://cdn-images.farfetch-contents.com/13/90/78/27/13907827_17578041_300.jpg,False,NoTag,11165,SGD,0,176,$176,$176,176,False,x Converse Chuck Taylor multi heart 1970s hi-top sneakers,322,giaycode,13907827_17578041_300.jpg,../input/farfetch-listings/cutout-img/cutout/13907827_17578039_300.jpg,../input/farfetch-listings/model-img/model/13907827_17578041_300.jpg
26,3834,Tibi,women,True,13452789,https://cdn-images.farfetch-contents.com/13/45/27/89/13452789_17274674_300.jpg,https://cdn-images.farfetch-contents.com/13/45/27/89/13452789_17274681_300.jpg,False,NoTag,9359,SGD,60% Off,278,$278,$693,693,True,Straight leg tailored trousers,26,quanaudai,13452789_17274681_300.jpg,../input/farfetch-listings/cutout-img/cutout/13452789_17274674_300.jpg,../input/farfetch-listings/model-img/model/13452789_17274681_300.jpg
27,29246,Tommy Hilfiger,women,True,13748464,https://cdn-images.farfetch-contents.com/13/74/84/64/13748464_17803653_300.jpg,https://cdn-images.farfetch-contents.com/13/74/84/64/13748464_17803657_300.jpg,False,NoTag,10136,SGD,0,240,$240,$240,240,False,Iconic backpack,1,balo,13748464_17803657_300.jpg,../input/farfetch-listings/cutout-img/cutout/13748464_17803653_300.jpg,../input/farfetch-listings/model-img/model/13748464_17803657_300.jpg
28,353940,Golden Goose,women,True,14096910,https://cdn-images.farfetch-contents.com/14/09/69/10/14096910_18819842_300.jpg,https://cdn-images.farfetch-contents.com/14/09/69/10/14096910_18819843_300.jpg,False,NewSeason,10012,SGD,0,552,$552,$552,552,False,Superstar snow leopard print sneakers,582,giaycode,14096910_18819843_300.jpg,../input/farfetch-listings/cutout-img/cutout/14096910_18819842_300.jpg,../input/farfetch-listings/model-img/model/14096910_18819843_300.jpg
29,5048215,Three Graces,women,True,13704582,https://cdn-images.farfetch-contents.com/13/70/45/82/13704582_18647799_300.jpg,https://cdn-images.farfetch-contents.com/13/70/45/82/13704582_18647800_300.jpg,False,NewSeason,9359,SGD,0,1007,"$1,007","$1,007",1007,False,Julienne striped midi dress,19,vay,13704582_18647800_300.jpg,../input/farfetch-listings/cutout-img/cutout/13704582_18647799_300.jpg,../input/farfetch-listings/model-img/model/13704582_18647800_300.jpg
30,547344,Saint Laurent,women,True,13744152,https://cdn-images.farfetch-contents.com/13/74/41/52/13744152_16928115_300.jpg,https://cdn-images.farfetch-contents.com/13/74/41/52/13744152_16928117_300.jpg,False,NoTag,12161,SGD,60% Off,420,$420,"$1,050",1050,True,contrast flared jeans,22,quanjean,13744152_16928117_300.jpg,../input/farfetch-listings/cutout-img/cutout/13744152_16928115_300.jpg,../input/farfetch-listings/model-img/model/13744152_16928117_300.jpg
31,3468976,Sies Marjan,women,True,13315822,https://cdn-images.farfetch-contents.com/13/31/58/22/13315822_16583919_300.jpg,https://cdn-images.farfetch-contents.com/13/31/58/22/13315822_16583926_300.jpg,False,NoTag,9359,SGD,70% Off,323,$323,"$1,075",1075,True,Sammie satin wide leg trousers,19,quanaudai,13315822_16583926_300.jpg,../input/farfetch-listings/cutout-img/cutout/13315822_16583919_300.jpg,../input/farfetch-listings/model-img/model/13315822_16583926_300.jpg
32,4797255,Adidas Originals By Alexander Wang,women,True,14011921,https://cdn-images.farfetch-contents.com/14/01/19/21/14011921_18198136_300.jpg,https://cdn-images.farfetch-contents.com/14/01/19/21/14011921_18198139_300.jpg,False,NoTag,9364,SGD,30% Off,216,$216,$308,308,True,AW Wangbody Run sneakers,56,giaycode,14011921_18198139_300.jpg,../input/farfetch-listings/cutout-img/cutout/14011921_18198136_300.jpg,../input/farfetch-listings/model-img/model/14011921_18198139_300.jpg
33,6803,Versace,women,True,14020324,https://cdn-images.farfetch-contents.com/14/02/03/24/14020324_18552901_300.jpg,https://cdn-images.farfetch-contents.com/14/02/03/24/14020324_18552902_300.jpg,False,NewSeason,9359,SGD,0,702,$702,$702,702,False,Baroque printed slides,26,dep,14020324_18552902_300.jpg,../input/farfetch-listings/cutout-img/cutout/14020324_18552901_300.jpg,../input/farfetch-listings/model-img/model/14020324_18552902_300.jpg
34,29852,Tod's,women,True,13737769,https://cdn-images.farfetch-contents.com/13/73/77/69/13737769_16885593_300.jpg,https://cdn-images.farfetch-contents.com/13/73/77/69/13737769_16885595_300.jpg,False,NoTag,11167,SGD,40% Off,328,$328,$546,546,True,embossed logo flat sandals,27,dep,13737769_16885595_300.jpg,../input/farfetch-listings/cutout-img/cutout/13737769_16885593_300.jpg,../input/farfetch-listings/model-img/model/13737769_16885595_300.jpg
36,547344,Saint Laurent,women,True,13725165,https://cdn-images.farfetch-contents.com/13/72/51/65/13725165_16853583_300.jpg,https://cdn-images.farfetch-contents.com/13/72/51/65/13725165_16853584_300.jpg,False,NoTag,9645,SGD,20% Off,2448,"$2,448","$3,060",3060,True,medium East Side tote,1,tuixach,13725165_16853584_300.jpg,../input/farfetch-listings/cutout-img/cutout/13725165_16853583_300.jpg,../input/farfetch-listings/model-img/model/13725165_16853584_300.jpg
37,2638322,Mira Mikati,women,True,13383795,https://cdn-images.farfetch-contents.com/13/38/37/95/13383795_16051531_300.jpg,https://cdn-images.farfetch-contents.com/13/38/37/95/13383795_16051535_300.jpg,False,NoTag,9359,SGD,50% Off,156,$156,$311,311,True,embroidered mini denim shorts,14,quanshort,13383795_16051535_300.jpg,../input/farfetch-listings/cutout-img/cutout/13383795_16051531_300.jpg,../input/farfetch-listings/model-img/model/13383795_16051535_300.jpg
38,1693960,Adidas By Stella Mccartney,women,False,13708740,https://cdn-images.farfetch-contents.com/13/70/87/40/13708740_16722844_300.jpg,https://cdn-images.farfetch-contents.com/13/70/87/40/13708740_16722845_300.jpg,False,NoTag,10573,SGD,30% Off,67,$67,$96,96,True,logo print cap,7,mu,13708740_16722845_300.jpg,../input/farfetch-listings/cutout-img/cutout/13708740_16722844_300.jpg,../input/farfetch-listings/model-img/model/13708740_16722845_300.jpg
39,10154818,Studio Amelia,women,True,13940812,https://cdn-images.farfetch-contents.com/13/94/08/12/13940812_18532866_300.jpg,https://cdn-images.farfetch-contents.com/13/94/08/12/13940812_18532869_300.jpg,False,NewSeason,9359,SGD,0,311,$311,$311,311,False,T-bar thong strap sandals ,51,dep,13940812_18532869_300.jpg,../input/farfetch-listings/cutout-img/cutout/13940812_18532866_300.jpg,../input/farfetch-listings/model-img/model/13940812_18532869_300.jpg
40,2762,Marc Jacobs,women,False,13728788,https://cdn-images.farfetch-contents.com/13/72/87/88/13728788_17003501_300.jpg,https://cdn-images.farfetch-contents.com/13/72/87/88/13728788_17003515_300.jpg,False,NoTag,9885,SGD,20% Off,196,$196,$245,245,True,debossed logo wallet,6,vi,13728788_17003515_300.jpg,../input/farfetch-listings/cutout-img/cutout/13728788_17003501_300.jpg,../input/farfetch-listings/model-img/model/13728788_17003515_300.jpg
41,3440,Dolce & Gabbana,women,True,13951532,https://cdn-images.farfetch-contents.com/13/95/15/32/13951532_18790059_300.jpg,https://cdn-images.farfetch-contents.com/13/95/15/32/13951532_18790062_300.jpg,False,NewSeason,9359,SGD,0,1124,"$1,124","$1,124",1124,False, Geranium print mini dress,38,vay,13951532_18790062_300.jpg,../input/farfetch-listings/cutout-img/cutout/13951532_18790059_300.jpg,../input/farfetch-listings/model-img/model/13951532_18790062_300.jpg
42,1205035,Off-White,women,True,13575195,https://cdn-images.farfetch-contents.com/13/57/51/95/13575195_17624852_300.jpg,https://cdn-images.farfetch-contents.com/13/57/51/95/13575195_17624853_300.jpg,False,NoTag,10267,SGD,40% Off,573,$573,$955,955,True,white HG Runner leather and suede low-top sneakers,103,giaycode,13575195_17624853_300.jpg,../input/farfetch-listings/cutout-img/cutout/13575195_17624852_300.jpg,../input/farfetch-listings/model-img/model/13575195_17624853_300.jpg
43,4224,Marni,women,True,13795350,https://cdn-images.farfetch-contents.com/13/79/53/50/13795350_18215397_300.jpg,https://cdn-images.farfetch-contents.com/13/79/53/50/13795350_18215398_300.jpg,False,NewSeason,9690,SGD,0,1377,"$1,377","$1,377",1377,False,snakeskin embossed boots,47,giaycode,13795350_18215398_300.jpg,../input/farfetch-listings/cutout-img/cutout/13795350_18215397_300.jpg,../input/farfetch-listings/model-img/model/13795350_18215398_300.jpg
44,547344,Saint Laurent,women,True,13694378,https://cdn-images.farfetch-contents.com/13/69/43/78/13694378_16867961_300.jpg,https://cdn-images.farfetch-contents.com/13/69/43/78/13694378_16867962_300.jpg,False,NoTag,9675,SGD,0,2990,"$2,990","$2,990",2990,False,Vicky camera bag,5,tuixach,13694378_16867962_300.jpg,../input/farfetch-listings/cutout-img/cutout/13694378_16867961_300.jpg,../input/farfetch-listings/model-img/model/13694378_16867962_300.jpg
46,15514,Fendi,women,True,13566128,https://cdn-images.farfetch-contents.com/13/56/61/28/13566128_16460146_300.jpg,https://cdn-images.farfetch-contents.com/13/56/61/28/13566128_16460148_300.jpg,False,NoTag,9442,SGD,0,5350,"$5,350","$5,350",5350,False,Boston Small tote bag,13,tuixach,13566128_16460148_300.jpg,../input/farfetch-listings/cutout-img/cutout/13566128_16460146_300.jpg,../input/farfetch-listings/model-img/model/13566128_16460148_300.jpg
47,570152,Lisa Marie Fernandez,women,True,13975419,https://cdn-images.farfetch-contents.com/13/97/54/19/13975419_18255213_300.jpg,https://cdn-images.farfetch-contents.com/13/97/54/19/13975419_18255215_300.jpg,False,NewSeason,9359,SGD,0,810,$810,$810,810,False,Nicole broderie anglaise maxi skirt,4,vay,13975419_18255215_300.jpg,../input/farfetch-listings/cutout-img/cutout/13975419_18255213_300.jpg,../input/farfetch-listings/model-img/model/13975419_18255215_300.jpg
48,769627,Burberry,women,True,14040408,https://cdn-images.farfetch-contents.com/14/04/04/08/14040408_18378768_300.jpg,https://cdn-images.farfetch-contents.com/14/04/04/08/14040408_18378769_300.jpg,False,NewSeason,11115,SGD,0,440,$440,$440,440,False,Vintage Check Sleeve Cotton T-shirt,459,aophong,14040408_18378769_300.jpg,../input/farfetch-listings/cutout-img/cutout/14040408_18378768_300.jpg,../input/farfetch-listings/model-img/model/14040408_18378769_300.jpg
49,3066,Jil Sander,women,True,13849680,https://cdn-images.farfetch-contents.com/13/84/96/80/13849680_18881311_300.jpg,https://cdn-images.farfetch-contents.com/13/84/96/80/13849680_18881317_300.jpg,False,NewSeason,9359,SGD,0,1763,"$1,763","$1,763",1763,False,drop-waist maxi dress,4,vay,13849680_18881317_300.jpg,../input/farfetch-listings/cutout-img/cutout/13849680_18881311_300.jpg,../input/farfetch-listings/model-img/model/13849680_18881317_300.jpg
50,735267,Reebok,women,True,13832093,https://cdn-images.farfetch-contents.com/13/83/20/93/13832093_17985417_300.jpg,https://cdn-images.farfetch-contents.com/13/83/20/93/13832093_17985418_300.jpg,False,NewSeason,9359,SGD,0,160,$160,$160,160,False,Daytona DMX LT sneakers,91,giaycode,13832093_17985418_300.jpg,../input/farfetch-listings/cutout-img/cutout/13832093_17985417_300.jpg,../input/farfetch-listings/model-img/model/13832093_17985418_300.jpg
51,18370,Balmain,women,True,14135879,https://cdn-images.farfetch-contents.com/14/13/58/79/14135879_18826076_300.jpg,https://cdn-images.farfetch-contents.com/14/13/58/79/14135879_18826077_300.jpg,False,NewSeason,9462,SGD,0,324,$324,$324,324,False,logo print T-shirt,103,aophong,14135879_18826077_300.jpg,../input/farfetch-listings/cutout-img/cutout/14135879_18826076_300.jpg,../input/farfetch-listings/model-img/model/14135879_18826077_300.jpg
52,4691474,Staud,women,True,13442080,https://cdn-images.farfetch-contents.com/13/44/20/80/13442080_16302754_300.jpg,https://cdn-images.farfetch-contents.com/13/44/20/80/13442080_16302759_300.jpg,False,NoTag,9359,SGD,0,279,$279,$279,279,False,black Shirley leather PVC tote bag,26,tuixach,13442080_16302759_300.jpg,../input/farfetch-listings/cutout-img/cutout/13442080_16302754_300.jpg,../input/farfetch-listings/model-img/model/13442080_16302759_300.jpg
53,18741,Karl Lagerfeld,unisex,True,13977085,https://cdn-images.farfetch-contents.com/13/97/70/85/13977085_18525515_300.jpg,https://cdn-images.farfetch-contents.com/13/97/70/85/13977085_18525523_300.jpg,False,NewSeason,10965,SGD,0,184,$184,$184,184,False,K/Ikonik nylon flat backpack,58,balo,13977085_18525523_300.jpg,../input/farfetch-listings/cutout-img/cutout/13977085_18525515_300.jpg,../input/farfetch-listings/model-img/model/13977085_18525523_300.jpg
54,6393963,Ruslan Baginskiy,women,False,13525817,https://cdn-images.farfetch-contents.com/13/52/58/17/13525817_17754341_300.jpg,https://cdn-images.farfetch-contents.com/13/52/58/17/13525817_17754347_300.jpg,False,NoTag,9359,SGD,0,391,$391,$391,391,False,Dappled beret hat,93,mu,13525817_17754347_300.jpg,../input/farfetch-listings/cutout-img/cutout/13525817_17754341_300.jpg,../input/farfetch-listings/model-img/model/13525817_17754347_300.jpg
55,2450,Balenciaga,women,True,13410614,https://cdn-images.farfetch-contents.com/13/41/06/14/13410614_16218305_300.jpg,https://cdn-images.farfetch-contents.com/13/41/06/14/13410614_16218315_300.jpg,False,NoTag,10952,SGD,0,625,$625,$625,625,False,Political Campaign T-shirt,249,aophong,13410614_16218315_300.jpg,../input/farfetch-listings/cutout-img/cutout/13410614_16218305_300.jpg,../input/farfetch-listings/model-img/model/13410614_16218315_300.jpg
56,8880,Kenzo,women,True,13704498,https://cdn-images.farfetch-contents.com/13/70/44/98/13704498_16688886_300.jpg,https://cdn-images.farfetch-contents.com/13/70/44/98/13704498_16688890_300.jpg,False,NoTag,10344,SGD,0,495,$495,$495,495,False,Tiger embroidered hoodie,25,aolenni,13704498_16688890_300.jpg,../input/farfetch-listings/cutout-img/cutout/13704498_16688886_300.jpg,../input/farfetch-listings/model-img/model/13704498_16688890_300.jpg
57,25354,Gucci,women,True,13579955,https://cdn-images.farfetch-contents.com/13/57/99/55/13579955_18152791_300.jpg,https://cdn-images.farfetch-contents.com/13/57/99/55/13579955_18152792_300.jpg,False,NoTag,9359,SGD,0,2200,"$2,200","$2,200",2200,False,Stirrups print blouse,13,aocanh,13579955_18152792_300.jpg,../input/farfetch-listings/cutout-img/cutout/13579955_18152791_300.jpg,../input/farfetch-listings/model-img/model/13579955_18152792_300.jpg
58,18741,Karl Lagerfeld,women,True,13426704,https://cdn-images.farfetch-contents.com/13/42/67/04/13426704_16202068_300.jpg,https://cdn-images.farfetch-contents.com/13/42/67/04/13426704_16202071_300.jpg,False,NoTag,10965,SGD,30% Off,251,$251,$359,359,True,K/Signature crossbody bag,44,tuixach,13426704_16202071_300.jpg,../input/farfetch-listings/cutout-img/cutout/13426704_16202068_300.jpg,../input/farfetch-listings/model-img/model/13426704_16202071_300.jpg
59,7758304,Calvin Klein Jeans Est. 1978,women,True,13438834,https://cdn-images.farfetch-contents.com/13/43/88/34/13438834_17184722_300.jpg,https://cdn-images.farfetch-contents.com/13/43/88/34/13438834_17184724_300.jpg,False,NoTag,9158,SGD,50% Off,154,$154,$308,308,True,super size graphic hoodie,24,aolenni,13438834_17184724_300.jpg,../input/farfetch-listings/cutout-img/cutout/13438834_17184722_300.jpg,../input/farfetch-listings/model-img/model/13438834_17184724_300.jpg
60,1664,Nike,women,True,14117976,https://cdn-images.farfetch-contents.com/14/11/79/76/14117976_18684182_300.jpg,https://cdn-images.farfetch-contents.com/14/11/79/76/14117976_18684183_300.jpg,False,NoTag,11218,SGD,0,992,$992,$992,992,False,Air Vapormax 2019 CPFM sneakers,12,giaycode,14117976_18684183_300.jpg,../input/farfetch-listings/cutout-img/cutout/14117976_18684182_300.jpg,../input/farfetch-listings/model-img/model/14117976_18684183_300.jpg
61,4051509,Unravel Project,women,True,13550850,https://cdn-images.farfetch-contents.com/13/55/08/50/13550850_17887971_300.jpg,https://cdn-images.farfetch-contents.com/13/55/08/50/13550850_17887973_300.jpg,False,NoTag,9359,SGD,50% Off,383,$383,$765,765,True,drawstring fastened chunky sneakers,13,giaycode,13550850_17887973_300.jpg,../input/farfetch-listings/cutout-img/cutout/13550850_17887971_300.jpg,../input/farfetch-listings/model-img/model/13550850_17887973_300.jpg
